,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,category,RestaurantsTakeOut,DriveThru,RestaurantsAttire,BYOBCorkage,BusinessAcceptsBitcoin,HasTV,RestaurantsGoodForGroups,NoiseLevel,GoodForDancing,Caters,WheelchairAccessible,Smoking,BYOB,WiFi,HappyHour,DogsAllowed,ByAppointmentOnly,BusinessAcceptsCreditCards,GoodForKids,CoatCheck,RestaurantsPriceRange2,BikeParking,Alcohol,RestaurantsDelivery,OutdoorSeating,RestaurantsReservations,RestaurantsTableService,Corkage
3328,CYwC5OjwCN6ib_AQDxi3Ow,In-N-Out Burger,4865 Calle Real,Goleta,CA,93111,34.442941,-119.790779,4.0,228,"Restaurants, Fast Food, Burgers",True,True,'casual','yes_free',,False,True,'average',,False,,,,u'no',,False,False,True,True,,1,True,u'none',True,None,False,,False
3382,XwnkfMUiyH-OsJXbmbOK5g,Sushi Tyme,819 State St,Santa Barbara,CA,93101,34.4197266057,-119.7002778024,3.5,155,"Restaurants, Asian Fusion, Seafood, Sushi Bars, Japanese",True,,'casual',,,False,True,u'average',,False,,,,'no',,True,,True,True,,2,True,'none',True,True,False,True,
3416,0qu0fNTOsSmuREYVIMPuIQ,Cold Spring Tavern,5995 Stagecoach Rd,Santa Barbara,CA,93105,34.5216257926,-119.8405629067,4.5,1018,"American (Traditional), Restaurants, Bars, Nightlife",True,,'casual',,False,False,True,u'average',False,False,True,u'outdoor',False,u'no',False,False,,True,True,False,2,True,u'full_bar',False,True,True,True,True
3429,uO39--k_hrCFgZh-Bl8m8A,Taqueria Cuernavaca,201 W Carrillo St,Santa Barbara,CA,93101,34.418932,-119.704239,4.5,409,"Mexican, Tacos, Restaurants",True,,u'casual',,,True,True,u'average',,False,,,,u'no',False,,,True,True,,2,True,u'none',True,True,False,False,
3510,lq7dE9c10OvRfd_edJoyMg,Due Lune Cucina,1 State St,Santa Barbara,CA,93101,34.412192,-119.689592,4.0,79,"Restaurants, Italian",True,,u'casual',,False,True,True,u'average',,False,True,,,u'free',True,True,,True,,,2,True,u'full_bar',True,True,True,True,
3526,fnGZspqyamRremXor0sAyg,Frog Bar & Grill,405 Glen Annie Rd,Santa Barbara,CA,93117,34.4429379178,-119.8800369458,4.0,16,"Restaurants, American (Traditional), Nightlife, Bars, Cocktail Bars",True,,u'casual',,,True,True,u'quiet',,,,,,u'no',,,,True,True,,2,True,u'full_bar',False,True,True,,
3558,3-dQbvti2EpSfs9jKcyIjQ,State & A Bar and Grill,1201 State St,Santa Barbara,CA,93101,34.423331,-119.704805,3.0,31,"Bars, Restaurants, Nightlife, Barbeque",True,,'casual',,,False,True,u'average',,,,,,,True,,,True,False,,2,,'full_bar',False,True,False,,
3576,D1OT9vuepvXJrn5VDgm4YA,Santa Barbara Certified Farmers Market,119 E Cota St,Santa Barbara,CA,93101,34.419744,-119.695264,4.5,113,"Food, Farmers Market, Specialty Food, Fruits & Veggies",True,,,,,,,u'average',,False,,,,,,,,True,,,2,True,,,,,,
3626,vyyr3G874jpRYSQo2KPZow,Cristino's Bakery,170 Aero Camino,Goleta,CA,93117,34.432215,-119.8481,5.0,117,"Mexican, Restaurants, Bakeries, Food, Sandwiches, Coffee & Tea",True,,,,False,False,False,u'quiet',,True,False,,,u'no',False,False,,True,,,1,True,u'none',True,False,False,False,
3630,cVW9b_1bqsvTU1jhGNWUsw,Yoshinoya,552 University Road,Santa Barbara,CA,93106,34.415142,-119.840629,3.0,9,"Japanese, Restaurants, Asian Fusion, Fast Food",True,True,u'casual',,,True,True,u'loud',,False,,,,u'free',,,,True,True,,1,True,u'none',False,True,False,False,
3730,wFES5bGDiPANW13hNHnXOQ,Sakana Sushi Bar & Japanese,"1046 Coast Village Rd, Ste K",Santa Barbara,CA,93108,34.422264,-119.650288,4.0,374,"Sushi Bars, Japanese, Restaurants",None,,'casual',,,False,False,u'average',,False,,,,u'no',,False,,True,False,,3,True,u'beer_and_wine',True,True,False,True,
3759,tOd6MX3hSuMyQxMK3ZKBTQ,Lucky Taxi & Limousine,535 Olive St,Santa Barbara,CA,93101,34.4226861,-119.6911465,4.5,7,"Food, Transportation, Wineries, Taxis, Limos, Arts & Entertainment, Hotels & Travel",,,,,,,,,,,,,,u'no',,,False,True,,,,,,,,,,
3771,Ea2N2vZirKywxylvVo9Xpg,Saturday Fishermen's Market,6 Harbor Way,Santa Barbara,CA,93109,34.403734,-119.6930168,5.0,9,"Seafood Markets, Specialty Food, Food",None,,,,,,,,,,,,,,,,,,,,,,,None,,,,
3806,XleIcqVgh3iBeM4s-rdy6g,Javan's,938 Embarcadero Del Nrte,Goleta,CA,93117,34.4122089,-119.8553799,4.0,30,"Sandwiches, Restaurants, Burgers",True,,u'casual',,,True,True,u'average',,,,,,u'free',,,,True,True,,1,,u'beer_and_wine',False,True,False,,
3815,MbzgGsMQpGyVrUJXi_Jw0Q,Dawn Patrol,324 State St,Santa Barbara,CA,93101,34.4157298,-119.6936606,4.0,807,"Coffee & Tea, Breakfast & Brunch, Restaurants, American (New), Food",True,,'casual',,,True,True,u'average',,False,True,,,'free',False,True,False,True,True,,2,True,'beer_and_wine',False,True,False,False,
3817,O6RCCmz8-x4NhWJpI8KQug,Breakfast Culture Club,711 Chapala St,Santa Barbara,CA,93101,34.4177795287,-119.6998998701,4.0,108,"Nightlife, Coffee & Tea, Art Galleries, Bagels, Bakeries, Coffee Roasteries, Shopping, Coffeeshops, Food, Cafes, Restaurants, Arts & Entertainment",True,,'casual',,False,False,True,u'average',,False,True,,,u'free',,True,False,True,True,,2,True,u'none',False,True,False,False,
3827,aY_n9RSaD2Yw09jSFFePew,PizzaMan Dan's,699 Linden Ave,Carpinteria,CA,93013,34.3969589,-119.5210632,4.0,124,"Chicken Wings, Restaurants, Beer, Wine & Spirits, Sandwiches, Food, Pizza, Italian",True,,u'casual',,,True,True,u'average',,True,True,,,u'free',,,,True,True,,2,True,u'beer_and_wine',True,True,False,False,
3856,eL4lyE7LNoXEMvpcJ8WNVw,Deep Sea Tasting Room,217 G Stearns Wharf,Santa Barbara,CA,93101,34.4100065,-119.6855487,4.0,472,"Bars, Venues & Event Spaces, Event Planning & Services, Wine Tasting Room, Arts & Entertainment, Food, Wine Bars, Beer, Wine & Spirits, Nightlife, Wineries",True,,u'casual',,,False,True,u'quiet',,False,False,,,u'free',True,True,False,True,False,,2,True,u'beer_and_wine',True,True,,,
3862,LswO4EWgN99h6NEEJ7qtCA,Smoke 'N Barrel BBQ Shack,"Camino Real Marketplace, 6920 Marketplace Dr",Goleta,CA,93117,34.4286795469,-119.8718033085,2.0,66,"Restaurants, Barbeque",True,,u'casual',,,True,True,u'average',,True,,,,u'free',True,,,True,True,,2,,u'full_bar',True,True,False,,
3887,ygZyTUWS4dbVL8d6vAiN4A,Taqueria Rincon Alteno,115 E Haley St,Santa Barbara,CA,93101,34.418462,-119.693982,4.0,68,"Mexican, Restaurants",True,,u'casual',,,True,True,u'average',,True,,,,u'no',,,,False,True,,1,True,u'beer_and_wine',False,False,False,,
3942,34Eqv8jXgxg_EEwcsNgeeg,Backyard Bowls,331 Motor Way,Santa Barbara,CA,93101,34.4151137,-119.6944966,4.0,659,"Health Markets, Coffee & Tea, Ice Cream & Frozen Yogurt, Restaurants, Juice Bars & Smoothies, Breakfast & Brunch, Food, American (New), Specialty Food",True,,u'casual',,,True,True,u'average',,False,,,,u'no',False,True,,True,True,,2,True,u'none',None,True,False,False,
3957,kZtl_NJjUnlIQgzFrBhXyQ,Ichiban,1812 Cliff Dr,Santa Barbara,CA,93109,34.4017849,-119.720842,3.5,227,"Restaurants, Japanese, Sushi Bars",True,,'casual',,,False,True,u'average',,True,,,,u'free',,False,,True,True,,2,True,u'beer_and_wine',True,False,True,,
3970,zE8kXF0_2Twh4AhcewlFGw,Tsukemono,126 E Canon Perdido St,Santa Barbara,CA,93101,34.4220238853,-119.6987793784,4.0,16,"Sushi Bars, Japanese, Restaurants",True,,'casual',,,False,True,u'quiet',,,,,,,,,,True,True,,2,True,'beer_and_wine',False,False,False,True,
4035,Ifw5wqcChnL4zBigtR7NKA,El Sitio,102 S Fairview Ave,Goleta,CA,93117,34.4372887,-119.8304029,3.5,80,"Restaurants, Mexican",True,,u'casual',,,True,True,u'quiet',,False,,,,u'no',,,,True,True,,1,True,u'beer_and_wine',False,False,False,,
4039,qNXAR7i6Tb3m0J0UBurj6g,The Food Liaison,1033 Casitas Pass Rd,Carpinteria,CA,93013,34.3959247576,-119.5137759453,4.5,84,"Cooking Schools, Shopping, Cooking Classes, Restaurants, Caterers, Education, Cafes, Event Planning & Services, Specialty Schools, Arts & Crafts",True,,'casual',,False,True,True,u'average',,True,True,,,u'free',,True,,True,True,,2,True,u'beer_and_wine',False,True,False,False,False
4042,-3AooxIkg38UyUdlz5oXdw,Chase Restaurant,1012 State St,Santa Barbara,CA,93101,34.421931,-119.7021852,3.0,436,"Event Planning & Services, Restaurants, Nightlife, Caterers, Italian, Bars",True,,'casual',,,True,True,u'average',False,True,True,,,u'free',True,True,,True,True,False,2,True,'full_bar',True,True,True,True,
4285,HMkjv277ZaW_2tZelEn6LQ,Wine Edventures,,Santa Barbara,CA,93190,34.42,-119.7,5.0,165,"Hotels & Travel, Wine Tours, Food, Tours, Beer, Wine & Spirits",,,,,,,,,,,,,,u'no',,,,True,,,,,,,,,,
4318,DJKYqYmhl9xuSlmkS4r0Eg,Sup & Jus,7000 Hollister Ave,Goleta,CA,93117,34.4304533,-119.8723449,4.0,33,"Salad, Sandwiches, Restaurants, Food, Juice Bars & Smoothies, Soup",True,,,,False,False,True,u'average',,False,True,,,u'free',False,False,,True,True,,1,True,u'beer_and_wine',True,True,False,False,
4320,T2otvNcawDSkhykOG2tOLA,IHOP,4765 Calle Real,Santa Barbara,CA,93110,34.44335,-119.78812,2.5,113,"American (Traditional), Breakfast & Brunch, Restaurants, American (New), Burgers",True,,'casual',,,False,True,u'average',,False,,,,u'free',False,,False,True,True,False,2,True,'none',True,False,False,,
4377,13UbOVDFdxloxaient5XWA,Jump On The School Bus,4067 State St,Santa Barbara,CA,93110,34.4393777962,-119.7583532456,5.0,175,"Wedding Planning, Transportation, Party Bus Rentals, Wineries, Party & Event Planning, Local Flavor, Food, Wine Tours, Arts & Entertainment, Tours, Limos, Event Planning & Services, Hotels & Travel",,,,,,,,,,,,,,u'no',,,,True,False,,,,,,,,,
4440,RIXWht1pZG8pe1SJk5hhXw,Poke Theory SB,"6530 Seville Rd, Ste 102",Goleta,CA,93117,34.412042,-119.854844,4.5,54,"Coffee & Tea, Noodles, Restaurants, Seafood, Japanese, Ramen, Food, Asian Fusion, Poke",True,,,,False,False,,u'quiet',,True,True,,False,u'no',False,False,,True,,,2,True,u'none',True,False,False,False,False
4506,n_fADQa8T0dgLd-D8ABEhQ,Bevmo,7070 Marketplace Dr,Goleta,CA,93117,34.4296451443,-119.8739679941,4.0,21,"Restaurants, Food, American (New), Beer, Wine & Spirits",True,,u'casual',,,,,u'quiet',,False,,,,,,,,True,False,,2,True,u'full_bar',True,False,False,,
4710,Ak_vHsHsYRP928VHVRL_tQ,Panda Express,131 N. Fairview Ave.,Goleta,CA,93117,34.441624,-119.832865,2.5,76,"Restaurants, Chinese, Fast Food",True,False,u'casual',,,True,True,u'average',,True,,,,u'no',,,,True,True,,1,True,u'none',True,True,False,False,
4714,k3lTRgvPvYUI-cX7_TAqNA,University Club of Santa Barbara,1332 Santa Barbara St,Santa Barbara,CA,93101,34.427284,-119.704006,5.0,76,"Restaurants, Event Planning & Services, Party & Event Planning, Food, Venues & Event Spaces, Arts & Entertainment, Social Clubs, Specialty Food",,,,,False,,,,,,,,,,,,,True,True,,,,,,,,,
4715,1wvYBjX6radqmb_k0Fv_Ug,Palihouse Santa Barbara,915 Garden St,Santa Barbara,CA,93101,34.4239925,-119.6979304,4.0,7,"Hotels & Travel, Event Planning & Services, Cafes, Restaurants, Hotels",,,,,,,,,,,,,,u'free',,True,,True,,,,,u'full_bar',,True,,,
4726,IUgQmteI-mbt_qjL2ZENKA,Epiphany Restaurant,21 W Victoria St,Santa Barbara,CA,93101,34.423515,-119.706222,3.5,29,"Restaurants, Burgers, American (New)",True,,'casual',,,,True,,,,,,,,True,,,True,False,,3,,'full_bar',False,True,True,,
4750,ywXa1pDqHPe9tOPx0yJFUg,Otaco,6530 Pardall Rd,Goleta,CA,93117,34.4132721,-119.85478,3.0,57,"Nightlife, Bars, Karaoke, Beer Bar, Restaurants, Mexican",True,,u'casual',,False,True,True,u'loud',,True,True,,,u'no',,False,,True,True,,1,True,u'beer_and_wine',True,True,False,False,
4779,vsrryxBR2Jykl71qa1H6SQ,Caffe Primo,516 State St,Santa Barbara,CA,93108,34.4173624,-119.6959549,4.0,114,"Tapas/Small Plates, Nightlife, Pubs, American (New), Wine Bars, Restaurants, Italian, Coffee & Tea, Bars, Food",True,,'casual',,False,True,True,'average',,False,True,,,u'free',True,True,,True,True,,2,True,u'beer_and_wine',True,True,True,True,
4887,PSjXhO_9XZpxa1kKQuBm0A,Cold Stone Creamery,5718 Calle Real,Goleta,CA,93117,34.4416949,-119.8241878,3.0,33,"Ice Cream & Frozen Yogurt, Custom Cakes, Cupcakes, Food",True,,,,,,,,,False,True,,,u'no',,,,True,,,2,True,,True,,,,
4903,7IdIGemGZodDAA_9mJCigA,Farmer Boy,3427 State St,Santa Barbara,CA,93105,34.4400429,-119.7373433,4.0,255,"Breakfast & Brunch, Burgers, American (Traditional), American (New), Restaurants",True,False,'casual',,,False,True,'average',,False,True,,,'free',False,,,True,True,,2,True,u'beer_and_wine',True,True,False,True,
4932,xIGiif0TmmmGuV2-sidMSw,La Bella Rosa Bakery Cafe,1411 San Andres St,Santa Barbara,CA,93101,34.4179675798,-119.7153071756,3.0,46,"Food, Custom Cakes, Bakeries, Patisserie/Cake Shop",True,,,,,,,,,True,True,,,,,True,,True,,,1,True,,True,,,,
4966,syuKX2pH3JJhOOppzNI6SA,Yoichi's,230 E Victoria St,Santa Barbara,CA,93101,34.4271662,-119.7024792,4.5,184,"Restaurants, Nightlife, Japanese, Bars",True,,u'casual',,,False,True,u'quiet',False,False,True,,,u'no',False,False,,True,False,,4,False,u'beer_and_wine',None,False,True,True,
4985,It1sdsL61jZxbHd63gjdHA,Haggen Food & Pharmacy,175 N Fairview Ave,Goleta,CA,93117,34.4423650639,-119.8323377,2.0,28,"Delis, Drugstores, Restaurants, Food, Shopping, Grocery, Bakeries",True,,'casual',,,False,True,,,,,,,u'no',,,,True,True,,1,True,,False,True,True,False,
5063,pwblP3G6LkVT03I4z9kb0A,Mad Dogs,505 State St,Santa Barbara,CA,93101,34.4169152,-119.6958779,3.0,67,"Hot Dogs, Restaurants",True,,'casual',,,False,False,u'average',,False,,,,u'no',,,,True,True,,1,,u'beer_and_wine',False,True,False,,
5135,BdyPaxmB3O9Ngp9W09GrjA,TonyRay's Restaurant & Cantina,731 De La Guerra Plz,Santa Barbara,CA,93103,34.4196391722,-119.6986848651,4.0,8,"Nightlife, Restaurants, Mexican, Dance Clubs",False,,'casual',,,True,True,,,,,,,,,,,True,True,,1,,u'full_bar',False,True,False,,
5173,S3QHy1sshUeZwXOYviVsXQ,Tre Lune,1151 Coast Village Rd,Montecito,CA,93108,34.4209378,-119.646244,4.0,262,"Food, Italian, Restaurants",True,,u'casual',,,False,False,u'average',,False,True,,True,u'no',False,True,,True,False,,3,True,u'full_bar',True,True,True,True,True
5217,ZCURd9PiH4qdEjQfrIZzFg,Maggie's at State and A,1201 State St,Santa Barbara,CA,93101,34.4233666,-119.7047065,3.5,52,"American (New), Beer, Wine & Spirits, Food, French, Restaurants",False,,u'casual',,,True,True,u'quiet',,False,,,,u'no',True,,,False,False,,3,,u'none',False,False,False,,
5353,i2yCrMQx5soH0jMFG32vxQ,KFC,5697 Calle Real,Goleta,CA,93117,34.4407835012,-119.8234120988,3.0,32,"Restaurants, Chicken Wings, Chicken Shop, Fast Food",True,True,u'casual',,,True,True,,,False,,,,'no',,,,True,True,,1,False,u'none',True,False,False,,
5449,qyS7KHJNRR_1x-zIhDScBA,J Wilkes Wines,"35 State St, Suite #b",Santa Barbara,CA,93101,34.412764,-119.6903388,4.5,74,"Food, Arts & Entertainment, Wine Tasting Room, Wineries",True,False,,,False,,,,,False,True,,,u'free',True,True,False,True,False,,2,True,,False,,True,,
5520,CWdCNIJU4Kh480NV9dgQjw,Third Window Brewing,"406 E Haley St, Ste 3",Santa Barbara,CA,93101,34.4209477132,-119.690492184,4.5,183,"Nightlife, Beer Gardens, Breweries, Food, Beer, Wine & Spirits",True,,,,False,,,u'average',,False,True,,,,False,True,False,True,True,,2,True,,True,True,,,
5654,W5-2F8kftKARrEPLhQaZ8A,Tuttini,10 E Carrillo St,Santa Barbara,CA,93101,34.42168,-119.70128,3.5,13,"American (New), Restaurants, Breakfast & Brunch",True,,u'casual',,,,False,,,,,,,,,,,True,True,,2,,u'none',False,True,False,,
5668,I0jFTYVDs-WHwKR2XHQlRA,Zen Yai Thai Cuisine,425 State St,Santa Barbara,CA,93101,34.4162591,-119.6952494,4.0,347,"Thai, Restaurants, American (New), Pop-Up Restaurants, Asian Fusion",True,,'casual','no',,False,True,u'quiet',,False,,,,u'no',True,,,True,True,,2,True,u'beer_and_wine',True,None,True,True,
5734,4g7eZD8PYvUEwROZeXxA-w,Salas Mobile Mechanic,205 South Salinas St,Santa Barbara,CA,93103,34.4250092,-119.6703553,5.0,41,"Automotive, Smog Check Stations, Roadside Assistance, Auto Repair, Smokehouse, Food",,,,,,,,,,,,,,u'no',,,False,True,,,,,,,,,,
5951,L9XvUfEWfjEmOJAd21o6rA,Subway,"888 Embarcadero Del Norte, Ste C",Isla Vista,CA,93117,34.4132969412,-119.8551685799,2.5,20,"Restaurants, Sandwiches, Fast Food",True,,'casual',,,False,True,'average',,True,,,,,,,,True,True,,1,True,'none',None,True,False,,
5975,TN3tMGLb6AbAnN6rFKmH1A,805 Kabob,6578 Trigo Rd,Goleta,CA,93117,34.4113354,-119.8577298,3.5,63,"Mediterranean, Restaurants",True,,u'casual',,False,True,True,u'quiet',,True,True,,,u'free',,True,,True,True,,1,True,u'none',False,True,False,False,
6139,eGI_WepIIjYahIrMVRknfw,Sizzling Lunch,6533 Trigo Rd,Goleta,CA,93117,34.4108424,-119.8552361,4.5,79,"Japanese, Restaurants, Steakhouses, Asian Fusion",True,,u'casual',,,,True,u'average',,False,,,,,,False,,True,,,2,,u'none',True,True,True,True,
6160,rxH22mT81ht_n3cGTbWi4A,Beans BBQ and Catering,,Santa Barbara,CA,93117,34.4208305,-119.6981901,5.0,13,"Wedding Planning, Barbeque, Event Planning & Services, Restaurants, Caterers, Personal Chefs",True,,,,False,False,,,,True,True,,,u'no',False,,False,True,,,,False,u'none',True,False,False,True,
6317,n6reYUBVF9buglcojgB0FQ,Harbor Market & Deli,"125 Harbor Way, Ste 8",Santa Barbara,CA,93101,34.403986,-119.693797,2.0,6,"Restaurants, Delis, Food, Grocery",,,,,,,,,,,,,,,,,,True,,,1,,,,,,,
6413,gebiRewfieSdtt17PTW6Zg,Hibachi Steak House & Sushi Bar,502 State St,Santa Barbara,CA,93101,34.4169836,-119.6955563,3.5,488,"Steakhouses, Sushi Bars, Restaurants, Japanese",True,,'casual','yes_free',False,False,True,u'average',,False,True,,False,u'no',True,False,,True,True,,2,True,u'beer_and_wine',True,False,False,False,False
6439,zu4p6IZLSVn2Noto-vcwzw,East Beach Grill,1118 E Cabrillo Blvd,Santa Barbara,CA,93103,34.4170185,-119.6689747,3.5,169,"Breakfast & Brunch, Restaurants, American (Traditional)",True,,u'casual',,,False,True,u'average',,False,,,,'no',,,,True,True,,2,True,u'beer_and_wine',False,True,False,False,
6531,jLn69WQupjsDKrbPw_nlGQ,Yogurtland Santa Barbara,621 State St,Santa Barbara,CA,93101,34.418154,-119.697609,4.0,125,"Ice Cream & Frozen Yogurt, Food",True,,,,,,,,,True,,,,u'no',,,False,True,False,,1,True,,True,,,,
6558,dv6tq79a0PhoFphStXkqcQ,Jamba Juice,"University Center Bldg, Room 1180",Santa Barbara,CA,93106,34.411499,-119.849012,3.0,15,"Juice Bars & Smoothies, Food",True,,'casual',,,,,,,,,,,'no',,,,True,True,,2,True,,True,,False,False,
6659,6VVbLYay8czrjKJ4xRoTxQ,Judge For Yourself Cafe,1218 Santa Barbara St,Santa Barbara,CA,93101,34.4259896,-119.7026565,4.5,110,"Restaurants, Breakfast & Brunch",True,,'casual',,,True,True,u'average',,False,,,,u'no',,,,True,True,,2,True,'none',None,True,False,,
6673,8-ZExybRuyyXZf6aESgc3g,Paseo Nuevo Shopping Center,651 Paseo Nuevo,Santa Barbara,CA,93101,34.418991,-119.699996,4.0,125,"American (Traditional), Restaurants, Shopping Centers, Shopping, Local Flavor",None,,'casual',,,False,True,,,False,True,,,'no',,True,False,True,True,,2,True,'full_bar',None,True,False,,
6674,qOYSAbFQS5LQXH1No40H6A,Carpinteria Wine Company,4193 Carpinteria Ave,Carpinteria,CA,93013,34.4038498,-119.5334753,5.0,10,"Food, Beer, Wine & Spirits",True,,,,False,,,,,,,,,,,,,True,,,2,True,,,,,,
6683,4KAuy-zNBxD9QvnkldwEww,The Marquee,1212 State St,Santa Barbara,CA,93101,34.4236656,-119.7048233,4.0,45,"Restaurants, Bars, American (New), Nightlife, Wine Bars",False,,'casual',,,False,True,u'average',,False,,,,u'no',True,,,True,False,,2,True,u'full_bar',False,False,False,,
6860,NnAfFmqKH3PBeigmuAeFNA,Santa Barbara Chicken Ranch,149 N Fairview Ave,Goleta,CA,93117,34.441799,-119.832712,3.5,127,"Restaurants, Barbeque, Mexican",True,,u'casual',,,True,True,u'average',,True,,,,u'no',,True,,True,True,,1,True,u'none',True,True,False,,
6910,29t8lDBLiwkEd1HA356dOw,Bagel Cafe,6551 Trigo Rd,Goleta,CA,93117,34.4109706,-119.8571334,4.0,386,"Restaurants, Cafes, Bagels, Food",True,,u'casual',,,True,True,u'average',,True,,,,u'no',False,True,,True,True,,1,True,u'none',True,True,False,False,
6955,jZncFsMQdrq268OHq_Q6uw,Super Cuca's Taqueria,"2030 Cliff Dr, Ste 1A",Santa Barbara,CA,93109,34.402527,-119.724409,4.0,108,"Restaurants, Mexican",True,,u'casual',,,True,True,u'average',,False,,,,'no',,,,True,True,,1,True,'beer_and_wine',True,True,False,False,
7020,R93mEcQ1pjq7q3LzShi3ow,"Villa Craft Beer, Wine & Kitchen",618 Anacapa St,Santa Barbara,CA,93101,34.4195407,-119.6963589,5.0,77,"Bars, Restaurants, Nightlife, Sandwiches, American (New), Tapas Bars, Wine Bars",True,,'casual',,False,True,True,u'average',False,True,True,u'no',,'free',True,True,False,True,True,False,2,True,u'beer_and_wine',True,True,True,True,
7073,Stx8fUjg_m0-CAcT2NJCNQ,A Healthy Life,1054 Casitas Pass Rd,Carpinteria,CA,93013,34.3962712,-119.5127206,4.5,10,"Grocery, Food, Weight Loss Centers, Juice Bars & Smoothies, Specialty Food, Health Markets, Health & Medical, Nutritionists",True,,,,,,,,,,,,,'free',,,False,True,,,2,True,,,,,,
7233,NIQWO-Q_F598XlAvZnFVCA,Eureka!,601 Paseo Nuevo,Santa Barbara,CA,93101,34.4186116,-119.7001508,4.0,961,"Restaurants, American (Traditional), Lounges, Nightlife, Bars, Burgers, American (New)",True,False,u'casual',,False,True,True,u'loud',False,False,True,u'no',,u'free',True,True,,True,True,False,2,True,u'full_bar',True,True,False,True,True
7256,BEzvmorW8ILha6tcSxBBwA,Valentino's Take N Bake Pizza,4421 Hollister Ave,Santa Barbara,CA,93110,34.439746,-119.770649,4.5,69,"Salad, Sandwiches, Restaurants, Pizza",True,,u'casual',,,False,True,u'quiet',,True,True,,False,u'no',,,,True,True,,2,True,u'none',False,False,False,False,
7301,6cnHwjHLcAtIuMN0C6Kpbw,Buckles 'N' Brews Invitational,129 Castillo St,Santa Barbara,CA,93101,34.4090304175,-119.6951916436,4.5,10,"Hotels & Travel, Arts & Entertainment, Beer Tours, Beer, Wine & Spirits, Food, Festivals, Tours",False,,,,,,,,,False,,,,,,,,False,False,,2,,,,,,,
7352,VOhZZ_8YhJ1mw8zmuw4k-w,Magnolia Liquors,5110 Hollister Ave,Santa Barbara,CA,93111,34.4352748,-119.8027861,2.5,7,"Food, Beer, Wine & Spirits",True,,,,,,,,,True,,,,,,,,True,,,3,True,,True,,,,
7395,vh229jJXjCCdO-b4K-JIIw,Cottonwood Canyon,"224 Anacapa St, Ste 1A",Santa Barbara,CA,93101,34.4157725,-119.6910882,4.5,25,"Wine Tasting Room, Arts & Entertainment, Food, Wineries",False,,,,,,,,,,,,,,,,False,True,False,,2,True,,,,,,
7480,eukRpR47MDH4XXfU_Dul9Q,Madam Lu,3524 State St,Santa Barbara,CA,93105,34.440642,-119.7392725,3.5,136,"Restaurants, Chinese",True,,u'casual',,,True,True,u'average',,True,,,,u'no',,,,True,True,,2,False,'none',True,False,True,,
